Index	AvgScore	Score	NormalizedClaim	Text
33	0.2214	0.3717	Liberal Party of Canada plans to tax capital gains on home sales	A proposed 50% tax on home sales to deter speculators.
36	0.2176	0.1613	Thousands of Russian Army soldiers parachute into Ukraine.	Russian paratroopers landing in Ukraine, near Kharkov, amidst war.
37	0.2312	0.4483	Photos of 75-year-old American woman	Photo of a 54-year-old woman who appears younger than her age.
39	0.2378	0.3501	United States crime statistics in 2015	A graphic displaying 2015 US crime statistics, with racial breakdowns of killings by police and other groups.
40	0.2336	0.1576	Video of footballer Andre Gomes' ankle being pushed back into place	Photo: Andre Gomes lying injured, Son Heung-min nearby.
42	0.2253	0.0685	Dischem pharmacy mocks rival over racism row	An advertisement for Dis-Chem pharmacies with a playful greeting.
43	0.2182	0.0758	South Africans can refuse COVID-19 isolation	A warning post about COVID-19, advising self-quarantine and home remedies.
47	0.2261	0.3912	Photo shows recent anti-lockdown and anti-vaccination protests organised in France.	Protesters in yellow vests demonstrating against Macron's lockdown and vaccine policies in France.
48	0.2210	0.1099	Fauci is alone in saying hydroxychloroquine unproven against COVID-19	A tweet criticizing Dr. Fauci's stance on hydroxychloroquine.
50	0.2228	0.2635	The Uvalde, Texas, school shooter was a “transsexual leftist illegal alien named Salvatore Ramos.”	Photo of Salvador Ramos, the 18-year-old Texas school shooter.
54	0.2187	0.1218	Paul Pogba quit France’s national football team over president’s remarks on Islam	Photo of Paul Pogba in a French soccer jersey.
55	0.2130	0.0685	Biden faked an interaction with reporters	A video of Biden's hand passing through a microphone, suggesting a green screen or editing error.
57	0.2167	0.3125	Photo of a jaguar rescued from the 2019 Amazon fire	A burned animal in water, escaping the Amazon fire.
59	0.2250	0.4495	Novel coronavirus exposure at a doctor’s office in this Australian town	A Facebook post about a potential coronavirus exposure at a doctor's office.
61	0.2226	0.1550	Elderly Chinese couple hold hands in hospital after they were infected with coronavirus	An elderly couple says goodbye in an ICU due to coronavirus.
63	0.2193	0.1261	This photo shows kangaroos rejoicing in the rain during the Australian bushfires	A video of rain in Australia with Australian flag emoji.
65	0.2139	0.0500	Screenshot shows Trudeau was named in Maxwell trial	Photo of a news headline: "Epstein's Pilot Names High-Profile Passengers" with a list including Prince Andrew, Bill Clinton, and Donald Trump.
66	0.2170	0.3125	Taliban leave Christians to die in bags	Christians tied in nylon bags, left to die for refusing to deny Jesus in Afghanistan.
67	0.2104	0.0000	180 people so far charged with arson during Australian bushfires	A photo of a news headline or article about arsonists being caught.
69	0.2110	0.2323	UN trucks stationed in front of a pharmaceutical company in Toronto	A screenshot of a conspiracy theory post about forced vaccination.
70	0.2070	0.0698	Photo shows US basketball star LeBron James wearing a shirt that read: “WE DIE, y’all silent”	A black and white photo of a protest or memorial, with a crowd and signs.
71	0.2012	0.0000	Unvaccinated children pose no threat to anyone	A person questioning vaccine efficacy with a bold, black-and-white text overlay.
72	0.1990	0.1176	Images of children caged by human traffickers.	A disturbing post about child trafficking and abuse, with angry emojis.
73	0.1973	0.1366	Indian and Pakistani soldiers dancing together to celebrate the arrival of Sikh religious pilgrims in Pakistan in October 2019	Pakistani and Indian armies celebrating together at Kartarpur corridor opening ceremony.
75	0.1994	0.2778	Switzerland gives every citizen a gun	A photo of a Swiss citizen holding a gun, with a low-crime cityscape in the background.
77	0.1996	0.2062	Photo shows child wounded in Russia invasion of Ukraine	A photo of a child affected by the Ukraine war, evoking sadness and prayer.
79	0.1978	0.1271	NATO train ferrying armoured vehicles and military cargo to war in Ukraine	A convoy of NATO military vehicles with mysterious cabins.
80	0.1941	0.0407	A rail freight tanker had “COVID-19” stamped on one side	A repetitive post about a deleted item being reposted, with no visual content.
81	0.1926	0.1293	Photograph shows people in Ukraine praying amid increased tensions with Russia.	Ukrainian Christians praying outdoors in the snow.
83	0.1946	0.2841	These are advices on coronavirus prevention	A screenshot of a Facebook post about coronavirus prevention and symptoms.
84	0.1914	0.0500	Ivory tusks and horns are dyed pink to prevent poaching	A video of elephants being protected by pink dye.
86	0.1898	0.1154	Illegally enter Australia and get a job, $70,000 and welfare	A satirical post comparing punishments for illegal border crossing in various countries to Australia's perceived generous treatment of illegal immigrants.
92	0.1921	0.2972	An image shows the 2020 wildfires in Oregon	A photo of a wildfire in Southern Oregon, likely near Diamond Lake.
94	0.1881	0.0000	About 100,000 votes cast in the US state of Nevada were fraudulent	A news headline claiming election fraud erased Biden's lead, with an investigation to aid Trump.
96	0.1873	0.1493	Chinese man fights with Kenyan worker	African man with a serious expression, possibly with a fist raised.
100	0.1913	0.3872	Muslims protesting against temple in Kolakata	A video shows Muslims protesting outside Kali Matha Mandir in Kolkata.
101	0.1957	0.4189	A livestream of Donald Trump attending a parade in March 2021.	A photo of Donald Trump with a repeated caption "Perfect Welcome".
102	0.1926	0.0321	Australians who avoid their local clinics during the novel coronavirus epidemic will receive free doctor visits	A screenshot of a repeated Australian emergency notice with contact numbers.
103	0.1889	0.0000	UberBus coming to South Africa	A person expressing concern about Uber's actions, with a worried emoji.
105	0.1854	0.0000	Foreign commanders spotted directing Hong Kong protests	A photo of Caucasians changing clothes near a CX7 car, with similar numbered cars nearby.
109	0.1878	0.3125	“U.S. Census Bureau confirms huge conflict in total number of voters in 2020 election.”	A tweet claims the US Census Bureau found a 4 million vote discrepancy in the 2020 election.
110	0.1876	0.1807	Image shows snake that swallowed a rifle	A person is angrily ranting about snakes eating anything, including an AK (likely an AK-47 rifle).
113	0.1863	0.1128	Elderly Chinese couple hold hands in hospital after they were infected with coronavirus	A person in a mask, possibly in a hospital, with a somber expression.
115	0.1853	0.1282	Yogi Adityanath provides for orphan child at Diwali celebrations in 2019	Yogi Ji comforts a crying child who lost parents, promising to care for food and education.
117	0.1845	0.1351	Covid-19 vaccine recipients are spreading variants and "creating" mutations	A scientist claims vaccinated people spread mutant variants, not unvaccinated.
118	0.1835	0.1250	New Australian law passed in Parliament which revokes licenses from drivers who touch their phone	No photo or video, just a text post about new Australian driving rules.
119	0.1831	0.1596	Video shows Ukrainian refugee boy walking in Poland alone	A photo of a crying Ukrainian child walking alone, fleeing war.
121	0.1816	0.0915	$100B contact tracing bill “is about controlling/tracking population, not about coronavirus.”	A proposed US House bill, H.R. 6666, aims to track citizens' movements for COVID-19 mitigation.
122	0.1787	0.0000	Image shows New Zealand PM Jacinda Ardern hugging gang member	A photo of a gun store with empty shelves, with a caption criticizing gun control.
126	0.1770	0.0694	Images show artwork created using fireflies	A photo of fireflies in trees, blurred with trails of light, taken with long exposure.
128	0.1771	0.1803	US government to provide free crack pipes to drug users	A photo of a person holding a crack pipe with a shocked expression.
130	0.1744	0.0000	Indian journalist Rana Ayyub arrested at protest	A girl speaking about Jinnah, with a video link.
134	0.1781	0.4260	A photo shows Ukrainians praying in the snow 'in this phase of war danger'	Ukrainian Christians praying outdoors in the snow for their country amidst war danger.
139	0.1768	0.0880	A Facebook post about an anti-COVID-19 restrictions protest in Berlin uses a photograph that is not from the protest but instead from a Swiss dance party held in 2019.	A protest in Berlin against COVID-19 lockdowns with 800,000 to 1.3 million attendees.
142	0.1794	0.3549	Image shows a 'Spanish Dancer Jellyfish'	A photo of a vibrant Spanish Dancer Jellyfish.
143	0.1774	0.0379	Salk Institute said vaccines cause illnesses; UBC said lockdowns have no benefit	A post listing COVID-19 updates from Canada, including false positives and vaccine injuries.
144	0.1754	0.0352	America had the lowest unemployment rate in history a year ago in April 2020	A photo of a person holding a sign questioning a $4 trillion jobs plan.
146	0.1774	0.3221	Road sign with anti-Muslim message at the India-Pakistan border	A photo of an Indian border sign with a message declaring a "Sharia-free zone".
148	0.1771	0.1531	Trudeau is part of global 'Great Reset' conspiracy	Video of Canadian PM Justin Trudeau discussing the "Great Reset" led by the UN.
149	0.1788	0.3079	Video shows Russian tank torched in Ukraine conflict	Ukrainian citizens throwing molotov cocktails at Russian tanks in Kiev.
150	0.1806	0.3094	An image of construction workers protesting in Melbourne, Australia	Aerial view of protesters at Swanston and Bourke streets in Melbourne.
151	0.1841	0.4470	Real photo of India’s Golden Temple at Amritsar with floating sky lanterns	A photo of the Golden Temple at night with lanterns reflected in the surrounding water.
152	0.1829	0.0962	SADS is an adverse effect of the Covid-19 vaccine	Photo of a news article about Sudden Adult Death Syndrome (SADS) with a red "X" marked through it.
154	0.1834	0.2174	Cap on when Nancy Pelosi got Covid-19 vaccine	A photo of a person, likely Nancy, receiving a vaccination with the cap still on the needle.
155	0.1828	0.1351	COVID-19 guidelines from India’s top medical research body ICMR	A photo of a COVID-19 precaution list from ICMR New Delhi.
156	0.1836	0.2447	Novel coronavirus exposure at a doctor’s office in this Australian town	A mother's post about potential COVID-19 exposure at Aberglasslyn Doctors.
157	0.1872	0.4808	Image of gospel preacher executed in Syria	A man smiles as he's led to execution in Syria for preaching gospel.
159	0.1885	0.2929	Infrastructure bill includes 61 percent tax on assets after a person dies	A video or photo of a person expressing outrage over a proposed 61% tax on inherited wealth.
161	0.1896	0.2820	A photo shows a Time magazine cover comparing Vladimir Putin to Adolf Hitler	Time magazine cover with title "The Return of History" about Putin and Europe.
165	0.1895	0.1807	Trump author of speech disparaging Africans and Arabs	A racist speech attributed to Donald Trump, insulting Africans.
166	0.1880	0.0565	A picture of some protestors carrying some placards is doing the rounds on the internet. The text on one of the placards read, 'We are not Arabs, to kill us and keep silent'.	A photo of a protest sign against anti-Arab violence and silence.
167	0.1879	0.1852	Trump reinstated to Facebook	A screenshot of a Twitter post announcing Donald Trump's Facebook and Instagram accounts have been restored.
170	0.1858	0.0000	Video shows impressive Pakistani paratroopers	A photo of the Pakistan Army with patriotic text "Pak army zindabad" and a request to follow a page.
173	0.1885	0.4260	A photo shows Ukrainians praying in the snow 'in this phase of war danger'	Ukrainian Christians praying outdoors in the snow for their country amidst war danger.
174	0.1872	0.0725	List of Biden accomplishments is true	A Facebook post with false claims about Joe Biden's military and academic achievements.
176	0.1857	0.0526	Simplot plans to close down Australian frozen vegetable manufacturing	No photo or video, just a text post about Australian food industry.
179	0.1837	0.0000	Instagram page showing antifa symbol belongs to Illinois shooting suspect	Photo of a social media post about a shooter's political affiliation.
180	0.1821	0.0424	Members of "World Doctors Alliance" make multiple claims about severity of Covid-19 pandemic, including that it's a "normal flu"	A photo of Cyril Ramaphosa with a lawsuit-related news headline.
181	0.1852	0.4646	Enfamil and Similac will send parents free baby formula	A post about a formula shortage, with phone numbers for Enfamil and Similac.
184	0.1852	0.1893	Photo of Philippine mayor Isko Moreno Domagoso taken after testing positive for Covid-19	Photos show Isko Moreno, COVID-positive, without a face shield, and hospital staff without PPEs.
188	0.1889	0.5357	Face masks are dangerous for children	A mother warns about mask dangers for children, citing oxygen deprivation and psychological damage.
189	0.1880	0.1000	Ballots received by error are proof of widespread voter fraud	A photo of unsecured, blank absentee ballot applications.
190	0.1870	0.0893	JNU Student Union president Aishe Ghosh faked a hand injury	A photo of two hands, one with a wound on the left and another with the wound on the right.
192	0.1869	0.1786	News Headlines on white supremacy links to GameStop stock rise	A screenshot of a CNN article about Gamestop stocks and a potential antisemitic motive.
195	0.1886	0.3597	Genuine Time magazine cover featuring Russian President Putin with Hitler's moustache	Time Magazine cover with "The Return of History" and a story about Putin.
196	0.1867	0.0000	Ukrainian soldiers saying goodbye to their partners before going to war	Anti-war message with Ukraine flag and sad emojis.
197	0.1869	0.1998	rolonged use of face masks causes hypoxia -- a lack of oxygen in the body.	A person wearing a face mask with a red X marked through it.
198	0.1868	0.1786	Biden says will raise taxes	A political ad warning about Biden's proposed tax increases.
201	0.1873	0.2434	Israeli soldier arrests child during Gaza fighting in June 2021	A video shows an Israeli soldier sitting on a Palestinian child, suffocating him.
203	0.1864	0.0917	EU warns Uganda’s Bobi Wine over swearing-in ceremony	A letter from the European Union to NUP's Kyagulanyi, warning against self-swearing as Uganda's president.
205	0.1852	0.0625	Video of raunchy marriage custom in Namibia	A Namibian tribal test of fidelity, where sisters seduce a groom to check his arousal.
206	0.1835	0.0000	Pakistan's advisor to PM on Finance dances after imposing new taxes	Photo of Hafeez Sheikh with a disappointed or unhappy expression.
210	0.1824	0.0658	Australian TV network 7 News predicts COVID-19 case numbers for Victoria one day in advance	A screenshot of a news website with incorrect posting of Sunday's numbers on Saturday morning.
212	0.1835	0.3046	a photo collage showing a young black man posing with guns depicts Jacob Blake	A photo of Jacob Blake with humorous, exaggerated expressions and text overlays.
215	0.1836	0.1935	This is a genuine photo of a Philippine opposition senator sleeping during a congressional hearing	A video of a Senate inquiry on President Duterte's power naps with a comedic filter of Porky Pig.
218	0.1825	0.0595	Pro-Pakistan slogans shouted outside an airport in India	Protesters from AIUDF chanting "Pakistan Zindabad" at Silchar Airport.
219	0.1817	0.0917	Vaccines are not aimed at protecting the unvaccinated from Covid-19	A person is shown getting vaccinated, with a caption warning of vaccine effectiveness reliance on herd immunity.
220	0.1818	0.1980	Video shows flooding at Hyderabad airport in India in 2020	Flooded Shamshabad airport runway in Hyderabad due to heavy rains.
221	0.1820	0.2055	video of monkeys in an Indian hospital	Monkeys are in a Zimbabwe hospital, disturbing patients.
224	0.1834	0.3382	Tanzanian president and co-wives at a family meeting with their husband	Photo of Tanzanian President with multiple wives in a meeting.
226	0.1840	0.2495	Army takes over from police to end unrest in South Africa	No image or video is available, only a text post about a military takeover in South Africa.
227	0.1836	0.1471	Images show scenes of recent unrest in Nigeria's southeast	Photo shows destroyed buildings and deserted streets in Orlu, Nigeria.
228	0.1830	0.1124	“Myanmar used Dominion Voting Systems.”	A photo of a Myanmar pagoda or landscape with a caption about Myanmar's election controversy.
229	0.1820	0.0633	Video shows deer on beach during COVID-19 lockdown	Empty Spanish beach with no humans.
235	0.1805	0.0000	Capsule used in Karapitiya hospital cures Covid-19 in Sri Lanka	A photo of Dr. Udara Gunawardhana, a doctor with a team developing MeGha food supplement.
238	0.1814	0.2874	Image shows the arrest of a TPLF leader	A photo or video of Jintu leaders arresting a hero, the red commando.
239	0.1823	0.2885	Overseas airlines considering barring vaccinated travellers	A person is expressing frustration about COVID-19 vaccine travel restrictions.
243	0.1812	0.0549	Ghana leads Africa in COVID-19 testing per million people	A video of President Akufo-Addo speaking about COVID-19 measures.
244	0.1818	0.2568	Comedian Tim Allen wrote pro-Trump post	A photo of Tim Allen with a caption comparing costs of Trump's wall and the Obamacare website.
245	0.1804	0.0000	Robredo wrongly computed the number of people allowed during her NGO launch	A photo or video criticizing Leni's math, with a calculation error.
246	0.1789	0.0000	Street poster about coronavirus authorised by Extinction Rebellion	A photo of a graffiti with anti-human and pro-environmental messages.
247	0.1817	0.5350	Jail inmate requests sentence extension due to Sydney's lockdown	A prisoner in Sydney's Long Bay correctional centre requests a sentence extension to avoid lockdowns.
252	0.1808	0.0588	Biafran flag on Nigerian president’s vehicle	A Biafra flag is attached to a Land Cruiser in Imo State.
253	0.1824	0.3875	Video shows Guinean President Alpha Conde attacking a minister	A video shows President Alfa Conde of Guinea physically beating his Chief of Staff.
254	0.1813	0.0420	Image of a large crowd is of a Trump rally in Florida	No photo or video is provided, only repetitive text.
255	0.1807	0.1053	Scenes before Modi started plogging at Mamallapuram beach.	A photo of a film crew on a beach, likely in Mahabalipuram.
256	0.1804	0.1389	Face masks are aimed at protecting the wearer from COVID-19	A photo of a mask package with a warning label stating it offers no protection against COVID-19.
262	0.1826	0.4642	Video shows flying trains in China	A train appears to be floating or flying above the tracks in China.
264	0.1812	0.0000	Photo shows Covid-19 dead bodies in Indian river in May 2021	गंगा नदी में 500 शव तैरते हुए दिखाई दे रहे हैं।
266	0.1808	0.1282	India issues emergency warning over novel coronavirus	A screenshot of a post warning about Coronavirus, with prevention methods and symptoms.
267	0.1794	0.0000	Philippine health department issues 'Omicron Alert' graphic	A warning post about Omicron variant risks and precautions.
270	0.1796	0.2041	Mugabe has computerised coffin	A photo of Robert Mugabe's high-tech, $17 billion casket.
272	0.1816	0.4536	Video shows attempted robbery at clinic in Malaysia	A photo or video of a clinic in Puchong, Malaysia, showing a crime scene after a foiled armed robbery.
273	0.1803	0.0000	Three carrots give you energy to walk three miles	A photo of healthy foods with text overlays sharing nutrition facts.
275	0.1797	0.0917	Video shows graphene nanoparticles, which are found in Covid-19 vaccines	A video of graphene oxide moving or being manipulated.
276	0.1787	0.0439	Photo shows empty shelves in Nova Scotia caused by railway blockades	A Facebook post with a red background and white text, protesting illegal blockades.
277	0.1781	0.1000	USPS is not losing money and has no debt	A photo of a USPS truck or postal worker with text overlay opposing privatization and listing USPS facts.
282	0.1769	0.0000	https://www.facebook.com/ken.larive/posts/10157559483628404	No photo or video is present, only a text post expressing outrage.
283	0.1777	0.2952	Infrastructure bill includes 61 percent tax on assets after a person dies	A man is speaking about a proposed 61% tax on accumulated wealth and estates after death.
286	0.1765	0.0000	Merriam-Webster changed its definition of anti-vaxxer amid Covid-19 pandemic	A person holds a "My Body My Choice" sign, protesting government overreach and vaccine mandates.
287	0.1757	0.0602	Twitter, Google and YouTube block users from seeing video of an aerial flame-thrower starting wildland fires	A helicopter drops fire from a Heli-Torch to combat a brush fire.
290	0.1754	0.1389	The Atlantic published an article about "heroism" of Joe Biden's bike fall	Photo of President Biden falling off a bike.
291	0.1759	0.2381	An image of a woman with an extremely swollen belly shows a mother pregnant with quadruplets.	A pregnant woman with a visible baby bump, possibly holding an ultrasound image.
293	0.1761	0.2066	A Canadian hospital has mannequins in its beds instead of Covid-19 patients	A photo or video of mannequins on ventilators in a hospital setting.
294	0.1768	0.2871	Recent photos of armed robbery suspects under arrest	A photo of a robbery gang with seized money, guns, and a Nissan car.
295	0.1762	0.0787	Aspirin, lemon juice and honey mixture as home remedy for COVID-19	No photo or video is described, only a lengthy text about the alleged root cause of COVID-19.
296	0.1771	0.3233	New York Times published an article praising Indian prime minister Narendra Modi	Narendra Modi, India's Prime Minister.
297	0.1780	0.3094	These photographs show the body of basketball star Kobe Bryant	A photo of Kobe Bryant's funeral or memorial with ashes.
300	0.1775	0.1031	Photo shows Filipino celebrity John Lapus denouncing communist groups	A photo or video of Sir John and possibly Angel Locsin, with anti-CPP-NPA-NDF sentiments.
301	0.1768	0.0680	Video shows Singapore’s ruling party placing election poster over opposition party's poster	A person is expressing anger and threatening retaliation in a video.
302	0.1764	0.1075	CNN back-pedalled and said Trump will win US presidency	CNN news anchors discussing potential paths to a Trump election victory.
303	0.1765	0.1953	An image of a wounded child is from the Russian invasion of Ukraine	A photo of a child affected by the Ukraine war.
306	0.1773	0.3024	Henry Kissinger made these pro-Trump remarks	Photo of Henry Kissinger and Donald Trump.
308	0.1768	0.0952	Image shows authentic media release announcing extension of Sydney lockdown	A news headline or announcement about Australia extending lockdown until December 30, 2021.
311	0.1756	0.0000	Human-generated CO2 is an insignificant contributor to climate change	A pie chart comparing man-made greenhouse gases, with a second chart including water vapor.
314	0.1767	0.3453	A 1922 report disproves human-caused global warming	A 1922 newspaper article about Arctic warming and ice melt.
319	0.1767	0.1752	Flu shot is free and should be regarded as suspicious	A person receiving a flu shot at a pharmacy, possibly with a gift card incentive.
320	0.1771	0.2475	Video shows Afghanistan woman stoned to death in November 2021	A video of the Taliban stoning a woman in Afghanistan.
321	0.1767	0.1010	Girl pictured in Indian-administrated Kashmir after India revokes its autonomy	A woman holding the Indian flag in Kashmir.
323	0.1771	0.2411	Israeli soldier arrests child during Gaza fighting in June 2021	A photo shows an Israeli soldier sitting on a crying Palestinian child, suffocating him.
324	0.1774	0.2311	Video shows a truck driving into moving helicopter blades in Amritsar, in India's Punjab state	A truck and helicopter collide in Amritsar.
327	0.1771	0.1240	Image shows Pakistani plane moments before crash in Karachi in May 2020	A plane, likely PK-320, is in the air before landing.
329	0.1773	0.2151	Trump posted this tweet about H1N1 pandemic in 2009	A 2009 tweet from Donald Trump criticizing Obama's pandemic handling.
331	0.1768	0.0980	Nasir el-Rufai says Buhari knows who is behind Zamfara killings	Photo of El-Rufai speaking, criticizing Buhari's inaction on attacks.
334	0.1778	0.3358	This photo shows the Italian president crying over COVID-19	A photo of Italy's president crying, overwhelmed by COVID-19 deaths.
336	0.1773	0.0943	Video shows Seoul rally against coronavirus restrictions in August 2020	A large crowd gathers in Gwanghwamun, Seoul, for Independence Day and anti-coronavirus protests.
338	0.1774	0.2061	Russian, Spanish airlines are telling COVID-19 vaccinated people to not fly	Airlines in Spain and Russia warn vaccinated people of blood clot risks during air travel.
339	0.1768	0.0735	List of Biden accomplishments is true	A satirical post falsely describing Joe Biden's achievements to test Facebook fact-checkers.
346	0.1778	0.3431	Unsafe Covid-19 vaccines not sold in Western countries	Photo of Covid-19 vaccine packaging with "Not for distribution in US, EU, and Canada" labels.
347	0.1781	0.2242	USA police arrest south Sudanese not knowing he is FBI agent	A cop stops an undercover black FBI agent, likely due to racial profiling.
348	0.1770	0.0000	ICC sends cautionary letter to Kenyan politician	Photo of a press release from the International Criminal Court regarding alarming political statements in Kenya.
350	0.1772	0.1995	Video shows flooding at Karachi airport in July 2022	Aerial view of Karachi airport, possibly from a plane or drone.
351	0.1784	0.3979	Photo shows an actual fountain in Japan	A fountain in Japan shaped like a woman's head.
354	0.1776	0.0379	Healthy people under 50 or recovered from Covid-19 do not need the vaccine	A doctor testifies before the Texas State Senate Committee on Health and Human Services.
355	0.1779	0.2174	Photo shows aftermath of Beirut, Lebanon blast in August 2020	A massive explosion in Beirut, Lebanon, caused by 2,750 tons of ammonium nitrate.
358	0.1783	0.2568	PEP Stores recruiting workers in South Africa	Job posting for Pep Stores Learnership Programme with stipend.
359	0.1792	0.3413	Photo shows a 2015 visit by then-US president Barack Obama, infectious diseases expert Dr. Anthony Fauci and philanthropist Melinda Gates to a laboratory in China’s Wuhan	A photo allegedly shows Dr. Fauci, Melinda Gates, and Barack Obama at the Wuhan lab in 2015.
361	0.1790	0.1500	South Africa’s President Ramaphosa dancing like he’s on drugs	A video of Cyril Ramaphosa dancing enthusiastically.
363	0.1805	0.4505	Arizona canvassing results prove election irregularities in Maricopa County	Image of a post about the Arizona audit, showing 32.4% lost votes in Maricopa County.
364	0.1812	0.3094	These photographs show the body of basketball star Kobe Bryant	A photo of Kobe Bryant with a caption mourning his death.
366	0.1820	0.3288	Photo shows basketball legend Kobe Bryant’s body	A photo or video of Kobe Bryant's lifeless body after a helicopter crash.
370	0.1837	0.4907	Video shows Indian soldiers crying after Galwan border clashes with China in June 2020	A video shows Indian soldiers crying after being beaten by Chinese forces in Ladakh.
371	0.1845	0.3348	Adding a stamp will expedite US mail-in ballots with pre-paid postage	A ballot with a stamp to upgrade USPS handling to first class.
372	0.1835	0.0000	These photos show the throats of COVID-19 patients	A person in a hospital bed, struggling to breathe, with oxygen tubes and a ventilator.
373	0.1840	0.2817	Attempted child abduction at SA mall	A man attempting to grab a child from a father's arms at N1 city mall.
375	0.1833	0.0526	Moving “corpses” expose deaths staged by Hamas	A video shows a supposedly dead Palestinian martyr moving, scratching their nose.
378	0.1832	0.1648	This video shows Muslims were buried alive by workers of the Bharatiya Janata Party (BJP).	A disturbing post alleging Indian BJP and RSS members buried Muslims alive, with pleas to share the information.
379	0.1829	0.1235	This video shows landslide in north-eastern India.	A landslide blocks the Guwahati to Shillong road.
384	0.1823	0.0673	ND TV reveals that Ex PM gave money to "the Hindu" reporter to publish about possible LTTE attack to Sri Lanka	Photo of Mahinda Rajapaksa and a Hindu reporter with a caption about funding fake news.
385	0.1817	0.0595	Alternative natural treatments to cure serious health conditions	Photo of coconut water with text overlay about its health benefits.
386	0.1820	0.2451	This video has circulated in reports about a woman arrested for pouring soup on a stranger in Singapore	A person being arrested in Singapore for not wearing a mask.
388	0.1823	0.2435	Photo shows Northern Lights captured by NASA	Astronauts view the Northern Lights from space, with a Louis Armstrong quote.
389	0.1814	0.0000	Coronavirus gone in South Korea and under control in Japan, restrictions in Philippines are too relaxed	A frustrated Filipino citizen compares their country's handling of the pandemic to other nations.
390	0.1811	0.1128	This photo shot from space by a NASA satellite shows the Australian bushfires	A photo of massive wildfires in Australia, with flames and smoke engulfing the landscape.
391	0.1806	0.0909	White trails behind flying aircraft are chemtrails that spread Covid-19	A photo of a plane leaving behind contrails, with a cityscape below, possibly with COVID-19 statistics overlay.
393	0.1810	0.2568	Brazilian politician furious over nonexistent COVID-19 patients	Empty hospital beds and staff, no COVID-19 patients.
396	0.1801	0.0000	DC police escorted Antifa into capital	A video or photo showing a chaotic scene in Washington, D.C. with a simulated reality theme.
397	0.1825	0.6593	Snowfall in holy Islamic city of Medina, Saudi Arabia	A photo or video of snowfall in Medina, Saudi Arabia.
400	0.1823	0.1429	Video shows sinking ship in Singapore	A video of an oil tanker or ship incident at OPL Anchorage, facing Tuas.
401	0.1826	0.2439	CNN reported US sending troops to Haiti	Photo of a news headline on CNN's website about Haiti's president assassination and US troops deployment.
403	0.1831	0.2884	South Africa’s power utility Eskom loan with Exim Bank of China	A tweet from Exim Bank China clarifying loan terms for Eskom.
404	0.1829	0.1436	the NIH researched chloroquine and concluded that it was effective at stopping the SARS coronavirus in its tracks	A blog post claims Dr. Fauci knew about HCQ's effectiveness against coronavirus in 2005.
407	0.1830	0.2113	Photos show Rihanna holding her newborn baby	A photo of Rihanna's baby girl.
409	0.1830	0.1761	Trump lost as many jobs as Biden gained during his first five months	A graph comparing job growth under Trump and Biden, showing 3 million jobs lost under Trump and 3 million jobs gained under Biden.
410	0.1829	0.1553	People vaccinated against Covid-19 pose a health risk to others by “shedding” spike proteins	Image of a warning message from a nurse, advising to stay away from vaccinated people.
412	0.1825	0.1000	Recent photo of two Ukrainian kids sending off soldiers	Two children hold hands, a girl with a stuffed animal and a boy saluting with a backpack.
414	0.1830	0.2971	A photo from Ukraine shows several cars have been flipped over by the explosion of a Russian bomb, yet the building behind them looks completely undamaged, which is inconsistent with an explosion.	A photo of a house with intact windows and clean facade, surrounded by overturned cars, after a Russian bomb explosion.
